#T(K) km_depth
1350.00 00.00
1604.39	55.5766
1661.61	75.1416
1735.62	89.7388
1829.86	119.066
1900.53	138.598
1986.36	169.587
2068.82	197.301
2129.46	239.848
2176.63	275.86
2218.81	333.232
2254.26	388.978
2274.52	421.771
2314.96	454.515
2348.64	474.138
2360.55	528.3
2360.74	602.197
2364.27	666.233
2502.28	705.724

